fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
000329,鹏华丰饶定开债,0.20%,0.91%,1.43%,-0.50%,--,-0.50%
000331,中加货币A,0.33%,0.99%,1.84%,3.32%,11.12%,16.34%
000330,汇添富现金宝货币,0.36%,1.08%,1.99%,3.41%,10.93%,16.45%
000332,中加货币C,0.35%,1.05%,1.96%,3.57%,11.93%,17.42%
000323,农银14天理财B,0.34%,0.98%,1.80%,3.42%,11.80%,15.66%
000333,长城稳固收益债券A,0.00%,1.11%,1.30%,0.57%,--,11.13%
000334,长城稳固收益债券C,0.00%,1.03%,1.12%,0.11%,--,10.03%
000336,农银研究精选,0.43%,2.60%,-2.43%,-8.27%,47.96%,39.38%
000341,嘉实新兴市场C2(QDII,0.81%,2.09%,3.89%,5.16%,16.06%,18.39%
000339,长城医疗保健混合,1.38%,2.23%,-1.08%,7.78%,40.84%,46.90%
000342,嘉实新兴市场A1(QDII),-0.25%,-0.76%,1.03%,5.83%,29.54%,49.62%
000343,华夏财富宝货币A,0.33%,1.05%,1.99%,3.40%,11.26%,16.30%
000346,建信安心回报两年定开债券A,0.20%,1.59%,1.98%,3.09%,17.01%,24.06%
000345,鹏华丰融定期开放债券,0.17%,1.87%,2.31%,1.70%,19.66%,27.44%
000347,建信安心回报两年定开债券C,0.10%,1.49%,1.79%,2.69%,15.77%,22.29%
000351,国富恒丰定期债券A,0.30%,1.66%,1.81%,2.07%,21.83%,29.44%
000352,国富恒丰定期债券C,0.40%,1.57%,1.73%,1.69%,20.44%,27.72%
000354,长盛城镇化主题混合,0.53%,5.13%,0.91%,1.99%,81.77%,102.86%
000338,鹏华双债保利债券,0.09%,0.67%,1.19%,-0.62%,14.47%,21.96%
000335,安信永利信用C,0.28%,3.07%,2.28%,1.32%,24.10%,34.03%
000360,信诚年年有余A,-0.17%,2.86%,2.22%,0.55%,20.15%,28.20%
000361,信诚年年有余B,-0.26%,2.72%,1.98%,0.04%,18.57%,26.15%
000359,易方达易理财货币,0.36%,1.09%,2.09%,3.74%,11.79%,16.74%
000362,国泰聚信价值优势灵活配置A,-0.25%,5.30%,0.17%,8.82%,115.18%,119.27%
000366,汇添富添富通货币A,0.31%,0.92%,1.71%,3.01%,--,7.62%
000363,国泰聚信价值优势灵活配置C,-0.33%,5.09%,-0.08%,11.19%,118.05%,123.72%
000367,国泰安康养老定期支付混合A,0.15%,3.36%,4.48%,5.38%,30.50%,35.20%
000368,汇添富沪深300安中指数,1.01%,8.19%,9.20%,15.56%,53.71%,49.99%
000369,广发全球医疗保健现钞,-3.70%,-1.09%,2.99%,4.17%,24.92%,40.28%
000370,广发全球医疗保健现汇,-2.60%,1.92%,6.16%,4.08%,15.47%,29.15%
000372,中银惠利半年定期开放债券,0.10%,1.70%,1.19%,-0.07%,18.68%,28.51%
000373,华安中证细分医药ETF联接,1.12%,0.72%,3.53%,4.04%,--,26.10%
000376,华安中证细分医药ETF联接,1.14%,0.73%,3.41%,3.75%,--,24.50%
000378,上投双债增利C,-0.10%,0.20%,-0.68%,-4.05%,34.65%,44.59%
000356,南方丰元C,-0.18%,2.36%,0.65%,-3.98%,14.80%,24.62%
000355,南方丰元A,-0.09%,2.52%,0.83%,-3.60%,16.15%,26.43%
000380,景顺长城景益货币A,0.28%,0.93%,1.76%,3.14%,9.76%,13.23%
000385,景顺长城景颐双利债券A,-0.55%,1.83%,2.41%,2.27%,33.58%,44.40%
000381,景顺长城景益货币B,0.31%,0.99%,1.88%,3.38%,10.55%,14.25%
000371,民生加银现金宝货币A,0.34%,1.05%,1.94%,3.39%,10.96%,15.98%
000388,泰达宏利瑞利债券B,0.20%,3.31%,2.46%,0.56%,24.56%,32.91%
000389,广发天天红货币A,0.39%,0.98%,1.64%,2.95%,10.77%,15.77%
000390,华商优势行业,0.30%,-0.20%,-3.32%,1.26%,96.28%,113.65%
000394,融通通源短融债券A,0.09%,0.94%,1.22%,0.84%,10.22%,16.39%
000395,汇添富安心中国债券A,0.00%,1.23%,0.79%,-0.69%,10.98%,15.20%
000396,汇添富安心中国债券C,0.09%,1.24%,0.70%,-1.04%,10.52%,14.50%
000386,景顺长城景颐双利债券C,-0.63%,1.72%,2.23%,1.79%,32.00%,42.30%
000398,华富灵活配置混合,-0.20%,0.49%,-3.23%,-3.05%,22.57%,24.90%
000379,平安大华日增利货币,0.34%,1.01%,1.89%,3.24%,10.83%,14.74%
000401,中融增鑫定期开放债券C,0.16%,1.13%,1.38%,0.89%,18.60%,25.00%
000397,汇添富全额宝货币,0.34%,1.08%,2.05%,3.56%,11.52%,15.59%
000402,工银纯债债券A,-0.77%,1.48%,-0.69%,-4.11%,19.11%,22.45%
000403,工银纯债债券B,-0.86%,1.32%,-0.91%,-4.51%,17.62%,20.79%
000404,易方达新兴成长灵活配置,4.07%,14.79%,4.18%,-8.83%,81.23%,109.50%
000406,汇添富双利增强债券A,0.08%,2.85%,1.72%,1.72%,24.28%,30.00%
000407,汇添富双利增强债券C,0.08%,2.75%,1.55%,1.40%,24.81%,30.80%
000408,民生加银城镇化混合,-0.86%,5.03%,4.87%,10.42%,133.02%,139.25%
000409,鹏华环保产业股票,2.08%,2.90%,6.17%,9.37%,59.71%,66.90%
000377,上投双债增利A,-0.10%,0.29%,-0.39%,-3.58%,35.66%,46.09%
000410,益民服务领先混合,-1.46%,6.12%,6.98%,7.44%,183.16%,175.80%
000411,景顺长城优质成长,-2.16%,4.92%,-1.79%,0.29%,31.64%,32.17%
000413,国开岁月鎏金定开信用债C,0.20%,1.69%,1.29%,-0.14%,23.90%,30.02%
000412,国开岁月鎏金定开信用债A,0.29%,1.88%,1.58%,0.34%,25.43%,31.89%
000415,大摩添利18个月开放债券A,0.36%,1.44%,1.71%,2.73%,--,23.24%
000414,嘉实绝对收益策略定期混合,-0.59%,1.54%,1.45%,2.24%,15.02%,18.70%
000405,信诚月月支付,-0.31%,1.76%,-1.09%,-1.32%,17.98%,27.30%
000416,大摩添利18个月开放债券C,0.27%,1.27%,1.46%,2.30%,--,21.78%
000417,国联安新精选灵活配置,0.16%,3.76%,3.67%,2.63%,34.57%,35.51%
000418,景顺长城成长之星,-0.78%,8.93%,7.09%,10.77%,52.69%,64.60%
000419,大摩优质信价纯债A,0.17%,1.22%,1.75%,1.93%,--,16.10%
000421,华泰柏瑞丰汇债券A,-0.37%,0.56%,0.83%,0.65%,--,8.70%
000422,华泰柏瑞丰汇债券C,-0.37%,0.75%,0.85%,0.19%,--,7.20%
000420,大摩优质信价纯债C,0.09%,1.14%,1.59%,1.59%,--,15.20%
000423,前海开源事件驱动混合A,-0.89%,5.06%,10.65%,5.96%,21.51%,22.60%
000426,大成信用增利一年定开债券A,0.09%,1.04%,1.52%,0.85%,20.66%,27.17%
000424,长盛添利宝货币A,0.30%,0.89%,1.71%,3.00%,10.19%,14.00%
000427,大成信用增利一年定开债券C,0.09%,0.95%,1.14%,0.19%,18.80%,24.98%
000429,易方达聚盈分级债券发起式A
000428,易方达聚盈分级债券发起式,0.09%,1.63%,1.02%,-0.75%,17.69%,24.84%
000430,易方达聚盈分级债券发起式B,-0.05%,2.14%,-0.19%,-5.77%,25.80%,41.96%
000431,鹏华品牌传承混合,-1.06%,8.38%,15.37%,12.91%,28.82%,31.53%
000432,中银优秀企业混合,2.15%,7.20%,-5.65%,-5.42%,35.63%,51.90%
000400,中融增鑫定期开放债券A,0.24%,1.28%,1.60%,1.36%,19.96%,26.80%
000433,安信鑫发优选混合,0.98%,11.02%,3.77%,3.16%,18.23%,23.90%
000435,建信稳定添利债券A,-0.35%,3.73%,3.07%,2.16%,36.01%,46.61%
000434,新华壹诺宝货币A,0.33%,0.98%,1.89%,3.39%,10.09%,13.33%
000436,易方达裕惠定开混合发起式,0.06%,2.93%,2.26%,2.81%,58.58%,71.90%
000437,融通月月添利定开债券A,0.10%,1.66%,-1.41%,-5.59%,--,11.61%
000439,国金鑫盈货币,0.29%,0.89%,1.75%,3.13%,10.97%,14.20%
000438,融通月月添利定开债券B,0.10%,1.56%,-1.51%,-5.89%,--,10.43%
000452,南方医保,-0.53%,0.88%,4.24%,5.34%,67.14%,78.53%
000457,上投摩根核心成长,-0.05%,10.29%,25.46%,31.06%,119.02%,131.72%
000462,农银主题轮动混合,-0.65%,11.83%,12.86%,13.44%,--,16.07%
000458,英大领先回报发起式,-1.51%,10.18%,8.79%,18.27%,43.27%,53.68%
000464,嘉实活期宝货币,0.34%,1.04%,1.96%,3.36%,11.64%,15.93%
000463,华商双债丰利债券A,-0.64%,1.21%,-1.94%,-0.94%,50.66%,69.64%
000465,景顺长城鑫月薪定期支付债券,0.00%,0.91%,1.50%,1.79%,17.95%,20.78%
000466,融通通瑞债券A/B,-0.28%,2.51%,2.81%,1.43%,9.53%,14.02%
000471,富国城镇发展股票,0.17%,-1.58%,-7.20%,-8.77%,76.28%,126.52%
000467,信诚惠报债券A,-1.25%,-0.19%,0.88%,-0.10%,--,2.90%
000469,富国目标齐利一年期纯债债券,0.19%,1.93%,1.64%,1.05%,16.71%,16.59%
000475,广发天天利货币A,0.33%,1.02%,1.96%,3.46%,10.46%,12.86%
000473,广发集鑫债券A,0.26%,1.33%,1.69%,2.14%,13.14%,17.44%
000474,广发集鑫债券C,0.26%,1.30%,1.57%,1.92%,16.59%,20.55%
000477,广发主题领先混合,3.16%,9.77%,3.22%,2.54%,67.85%,69.70%
000476,广发天天利货币B,0.35%,1.08%,2.08%,3.71%,11.26%,13.81%
000478,建信中证500指数增强,2.08%,10.56%,-0.39%,5.47%,102.33%,137.09%
000479,信诚惠报债券B,-1.36%,-0.29%,0.69%,-0.88%,--,1.90%
000480,东方红新动力混合,0.13%,8.33%,9.25%,16.21%,129.46%,146.44%
000483,鑫元货币A,0.31%,0.95%,1.85%,3.25%,10.47%,14.00%
000484,鑫元货币B,0.33%,1.01%,1.97%,3.50%,11.27%,15.00%
000481,华商双债丰利债券C,-0.72%,1.06%,-2.19%,-1.42%,47.92%,65.67%
000425,长盛添利宝货币B,0.33%,0.96%,1.83%,3.25%,10.99%,14.99%
000485,嘉实1个月理财债券A,0.37%,0.39%,0.82%,--,--,1.20%
000486,嘉实1个月理财债券E,0.39%,0.41%,0.86%,1.26%,1.26%,1.91%
000487,嘉实3个月理财债券A,0.36%,1.07%,1.07%,1.07%,--,2.13%
000488,嘉实3个月理财债券E,0.39%,1.14%,2.34%,3.06%,--,4.28%
000489,光大保德信岁末红利纯债A,0.00%,1.43%,1.13%,-0.49%,13.45%,13.57%
000495,南方现金通货币C,0.37%,1.10%,2.12%,3.83%,12.22%,15.47%
000494,南方现金通货币B,0.36%,1.09%,2.09%,3.76%,12.00%,15.20%
000490,光大保德信岁末红利纯债C,-0.04%,1.31%,0.91%,-1.09%,11.87%,11.99%
000496,长安产业精选混合A,0.77%,11.53%,10.34%,12.87%,32.46%,36.43%
000497,财通纯债债券A,0.13%,1.11%,0.05%,-1.10%,3.45%,3.45%
000493,南方现金通货币A,0.36%,1.08%,2.06%,3.71%,11.83%,14.98%
000500,华富恒富分级债券,0.10%,1.31%,2.37%,3.16%,18.28%,21.59%
000501,华富恒富分级债券A
000502,华富恒富分级债券B,0.20%,1.41%,0.84%,1.32%,20.20%,25.49%
000505,国寿安保货币A,0.31%,0.94%,1.79%,3.09%,10.25%,13.58%
000503,中信建投稳信一年A,0.19%,2.57%,1.86%,2.35%,16.10%,20.86%
000504,中信建投稳信一年C,0.10%,2.41%,1.69%,1.89%,14.56%,19.03%
000506,国寿安保货币B,0.33%,1.00%,1.91%,3.33%,11.05%,14.56%
000509,广发钱袋子货币A,0.35%,1.05%,2.04%,3.58%,11.51%,14.94%
000508,泰达宏利养老混合B,0.82%,5.04%,6.15%,8.54%,28.59%,30.90%
000507,泰达宏利养老混合A,0.89%,5.20%,6.69%,9.02%,31.04%,33.66%
000513,富国高端制造行业股票,3.40%,10.63%,9.20%,2.15%,43.13%,52.00%
000511,国泰国策驱动灵活配置混合A,0.31%,4.67%,7.17%,9.28%,52.41%,61.40%
000512,国泰结构转型灵活配置混合A,0.33%,4.93%,6.21%,7.58%,69.54%,83.10%
000510,诺安永鑫收益一年定开债券,0.30%,1.54%,1.85%,-1.49%,16.26%,17.19%
000516,富国祥利一年期定期开放债券型A
000523,国投瑞银医疗保健混合,0.98%,0.90%,-9.31%,-7.83%,52.32%,60.85%
000517,富国祥利一年期定期开放债券型C
000520,上银新兴价值成长混合,-1.28%,2.40%,-6.64%,0.98%,72.57%,78.44%
000524,上投摩根民生需求,-1.20%,-0.57%,-2.98%,-10.25%,87.32%,95.57%
000527,南方新优享,-1.60%,5.38%,9.01%,18.59%,114.53%,121.40%
000526,国泰浓益灵活配置混合A,0.58%,5.03%,5.59%,5.92%,34.83%,37.80%
000528,工银薪金货币A,0.33%,0.96%,1.67%,2.89%,9.93%,12.56%
000530,招商丰盛稳定增长混合A,-0.49%,0.66%,-0.25%,-1.30%,17.78%,21.20%
000529,广发竞争优势混合,3.12%,13.45%,16.33%,15.68%,62.22%,65.30%
000531,东吴阿尔法灵活配置混合,1.13%,13.00%,9.39%,6.98%,10.74%,16.50%
000532,景顺长城优势企业混合,0.13%,4.77%,12.87%,12.14%,45.75%,56.10%
000533,永赢货币,0.36%,1.07%,2.04%,3.42%,11.11%,12.86%
000535,长盛航天海工装备灵活配置,2.71%,5.80%,-9.80%,-7.43%,36.96%,56.95%
000534,长盛高端装备制造灵活配置,-0.59%,4.16%,-1.80%,-2.61%,31.64%,52.70%
000536,前海开源可转债债券,0.24%,11.44%,8.52%,4.55%,10.48%,18.22%
000539,中银活期宝货币,0.33%,0.98%,1.85%,3.24%,11.01%,13.94%
000540,国金金腾通货币A,0.34%,1.05%,2.00%,3.56%,12.31%,15.34%
000538,诺安优势行业混合A,-0.08%,2.12%,0.62%,-1.81%,28.66%,30.20%
000541,华商创新成长灵活配置,-2.17%,-4.24%,-12.20%,-22.41%,29.66%,48.56%
000542,上银慧财宝货币A,0.28%,0.81%,1.52%,2.74%,10.23%,12.70%
000543,上银慧财宝货币B,0.30%,0.87%,1.65%,2.99%,11.02%,13.64%
000546,兴业定开债券A,0.35%,2.44%,2.25%,1.98%,21.84%,28.79%
000547,建信健康民生混合,0.79%,3.03%,3.27%,5.06%,106.54%,117.90%
000545,中邮核心竞争力混合,-0.28%,-5.67%,-15.22%,-25.99%,29.71%,43.20%
000548,鹏华聚财通货币,0.35%,1.06%,--,--,--,1.11%
000550,广发新动力混合,3.51%,8.77%,4.03%,1.61%,81.96%,126.90%
000549,华安大国新经济股票,1.56%,8.53%,3.11%,1.33%,59.35%,75.60%
000551,信诚幸福消费混合,2.88%,6.98%,8.93%,6.24%,65.63%,85.50%
000552,中加纯债一年A,0.28%,2.74%,2.82%,2.45%,29.81%,35.40%
000553,中加纯债一年C,0.18%,2.65%,2.65%,2.10%,28.48%,33.75%
000554,中国梦基金,0.94%,5.23%,4.14%,2.03%,48.96%,50.90%
000557,国投新机遇混合C,-1.15%,-0.90%,-1.79%,-0.74%,33.90%,35.78%
000556,国投新机遇混合A,-1.20%,-0.73%,-1.52%,-0.11%,35.86%,38.17%
000559,诺安天天宝A,0.34%,1.02%,1.91%,3.19%,9.55%,11.09%
000560,诺安天天宝E,0.36%,1.06%,1.98%,3.34%,10.04%,11.65%
000561,南方启元A,0.00%,1.69%,0.93%,-1.46%,11.58%,11.80%
000562,南方启元C,0.00%,1.52%,0.66%,-1.92%,10.17%,10.39%
000564,南方通利C,-0.19%,0.69%,0.19%,-0.96%,24.07%,25.80%
000567,广发聚祥灵活混合,-0.81%,4.40%,4.72%,2.58%,65.25%,70.70%
000566,华泰柏瑞创新升级混合,2.47%,9.95%,12.77%,13.79%,91.13%,115.40%
000571,中邮双动力混合,-0.40%,-2.84%,-4.80%,-6.75%,42.61%,50.60%
000572,中银多策略混合,0.15%,2.27%,4.64%,6.36%,39.13%,41.91%
000569,鹏华增值宝货币,0.35%,1.02%,1.94%,3.35%,11.11%,13.70%
000573,天弘通利混合,0.25%,2.34%,3.41%,4.42%,23.04%,26.36%
000575,兴全添利宝货币,0.33%,1.00%,1.90%,3.42%,11.46%,14.29%
000574,宝盈新价值混合,2.62%,7.71%,0.44%,-7.50%,99.80%,106.00%
000563,南方通利A,-0.10%,0.88%,0.49%,-0.48%,24.32%,26.19%
000578,鑫元一年定期开放债券A,-0.10%,0.78%,-0.85%,-1.39%,-3.52%,-0.91%
000577,安信价值精选股票,0.54%,11.03%,14.02%,24.51%,139.22%,158.60%
000576,中邮货币A,0.32%,0.96%,1.83%,3.16%,9.96%,10.67%
000581,嘉实活钱包货币A,0.34%,1.03%,1.97%,3.33%,11.19%,13.65%
000579,鑫元一年定期开放债券C,-0.03%,0.74%,-1.12%,-1.77%,-4.59%,-2.11%
000583,江信聚福,-0.40%,2.17%,-0.46%,-4.08%,27.54%,32.52%
000584,新华鑫益灵活配置混合,3.21%,9.20%,0.45%,6.25%,75.05%,76.80%
000585,嘉实对冲套利定期混合,-0.46%,1.23%,0.28%,1.23%,6.45%,7.30%
000587,大成灵活配置混合,-0.91%,3.44%,5.76%,9.22%,91.25%,116.68%
000586,景顺中小板创业板精选股票,-1.00%,-2.64%,-13.36%,-15.45%,39.17%,47.80%
000588,招商招钱宝货币A,0.35%,1.04%,2.01%,3.57%,11.12%,13.35%
000589,光大保德信银发商机混合,4.37%,12.07%,0.83%,-1.02%,62.48%,81.61%
000580,中邮货币B,0.34%,1.02%,1.95%,3.41%,10.76%,11.11%
000590,华安新活力混合,-0.15%,4.90%,5.71%,6.36%,35.21%,37.10%
000592,建信改革红利股票,1.30%,10.87%,11.33%,12.71%,101.53%,110.20%
000591,中银健康生活混合,1.12%,8.61%,-0.07%,-1.63%,39.65%,45.10%
000593,易方达标普消费品指数现汇,2.06%,5.36%,14.96%,20.79%,8.32%,5.63%
000596,前海开源中证军工指数A,1.20%,5.52%,-14.96%,-15.06%,17.65%,43.30%
000597,中海积极收益混合,0.68%,3.58%,4.13%,5.58%,20.42%,21.62%
000598,长盛生态环境主题混合,1.67%,9.40%,5.76%,3.96%,--,52.40%
000599,信诚薪金宝货币,0.33%,0.98%,1.85%,3.21%,10.47%,11.77%
000600,汇添富和聚宝货币,0.36%,1.07%,2.02%,3.61%,12.24%,13.09%
000595,嘉实泰和混合,1.78%,7.85%,9.80%,6.67%,80.24%,106.20%
000594,大摩进取优选股票,0.62%,8.93%,3.09%,6.52%,52.28%,63.40%
000603,易方达创新驱动灵活配置混合,2.06%,0.45%,-2.94%,-10.89%,--,-10.80%
000604,银华多利宝货币A,0.36%,1.06%,2.04%,3.61%,10.79%,11.88%
000605,银华多利宝货币B,0.38%,1.12%,2.16%,3.86%,11.54%,12.71%
000602,富国安益货币,0.35%,1.06%,2.00%,3.48%,8.66%,9.33%
000607,招商招钱宝货币B,0.35%,1.04%,2.01%,3.57%,11.12%,12.80%
000609,华商新量化灵活配置混合,-0.48%,3.59%,-3.29%,-1.91%,47.05%,64.40%
000606,天弘优选债券
000612,华宝生态中国混合,2.94%,8.81%,7.15%,3.97%,109.07%,110.74%
000614,华安德国30(DAX)联接,-0.67%,-2.70%,8.29%,15.21%,18.90%,18.90%
000615,长城工资宝货币A,0.36%,1.08%,2.02%,3.04%,10.02%,10.69%
000613,国寿安保沪深300指数,0.25%,9.77%,8.45%,13.10%,62.10%,69.44%
000616,上投摩根优信增利债券A,-0.07%,1.80%,-1.17%,-3.22%,34.46%,35.40%
000617,上投摩根优信增利债券C,-0.15%,1.67%,-1.40%,-3.61%,32.80%,33.60%
000601,华宝创新优选混合,3.83%,12.04%,15.08%,10.40%,16.63%,17.57%
000618,嘉实薪金宝货币,0.32%,0.98%,1.90%,3.26%,10.93%,12.42%
000620,易方达现金增利货币A,0.37%,1.15%,2.21%,3.87%,--,8.98%
000619,东方红产业升级混合,-0.04%,11.72%,18.37%,23.07%,157.41%,172.60%
000623,华富恒财分级债券A
000624,华富恒财分级债券B,0.19%,1.56%,1.66%,1.96%,23.95%,23.83%
000625,诺安天天宝B,0.36%,1.06%,2.00%,3.57%,11.18%,12.80%
000626,大成丰财宝货币A,0.32%,0.94%,1.79%,3.27%,10.53%,11.15%
000621,易方达现金增利货币B,0.39%,1.21%,2.33%,4.12%,--,9.65%
000628,大成高新技术产业股票,0.55%,9.34%,17.51%,24.09%,--,46.30%
000629,圆信永丰纯债A,0.09%,1.93%,2.13%,0.19%,21.70%,24.14%
000622,华富恒财分级债券,0.19%,1.56%,1.66%,1.96%,19.83%,21.27%
000627,大成丰财宝货币B,0.34%,1.00%,1.91%,3.52%,11.34%,11.99%
000632,中银聚利分级债券A
000633,中银聚利分级债券B
000634,富国天盛灵活配置混合,2.01%,5.72%,4.47%,7.71%,43.76%,58.01%
000638,富国富钱包货币,0.36%,1.06%,1.97%,3.40%,11.55%,13.14%
000639,宝盈祥瑞养老混合,0.16%,1.38%,1.38%,0.67%,45.49%,50.29%
000640,诺安理财宝货币A,0.35%,1.04%,1.93%,3.29%,10.50%,12.00%
000641,诺安理财宝货币B,0.35%,1.04%,1.93%,3.29%,10.63%,12.07%
000642,汇添富货币C,0.30%,0.92%,1.78%,3.09%,9.57%,10.59%
000644,招商招金宝货币A,0.30%,0.92%,1.79%,3.38%,9.93%,10.49%
000645,华夏薪金宝货币,0.35%,1.06%,1.93%,3.38%,11.26%,12.35%
000646,华润元大医疗保健量化混合,-2.17%,-6.02%,-6.89%,-7.31%,21.70%,21.70%
000647,易方达财富快线货币A,0.35%,1.05%,2.02%,3.64%,11.24%,12.10%
000648,易方达财富快线货币B,0.37%,1.11%,2.14%,3.89%,12.04%,12.96%
000630,圆信永丰纯债C,0.10%,1.84%,1.94%,-0.10%,20.17%,22.45%
000650,汇添富货币D,0.30%,0.92%,1.78%,3.09%,9.57%,10.59%
000651,招商招金宝货币B,0.32%,0.98%,1.91%,3.63%,10.72%,11.32%
000652,博时裕隆混合,3.14%,6.55%,-5.23%,0.48%,81.06%,91.20%
000654,华商新锐产业混合,0.18%,4.00%,-19.02%,-21.95%,14.18%,16.57%
000655,鑫元稳利债券,0.23%,2.14%,1.76%,2.11%,20.82%,22.63%
000656,前海开源沪深300指数,1.63%,9.02%,5.15%,8.12%,48.27%,49.46%
000657,银华活钱宝货币A,0.00%,0.00%,0.00%,0.00%,1.18%,1.71%
000658,银华活钱宝货币B,0.00%,0.00%,0.00%,0.00%,1.26%,1.77%
000649,长城久鑫保本混合,2.40%,0.10%,0.99%,0.99%,0.69%,25.11%
000660,银华活钱宝货币D,0.00%,0.00%,0.00%,0.00%,2.23%,2.61%
000659,银华活钱宝货币C,0.00%,0.00%,0.00%,0.00%,1.50%,2.03%
000662,银华活钱宝货币F,0.35%,1.08%,2.07%,3.57%,9.92%,9.92%
000661,银华活钱宝货币E,0.00%,0.00%,0.00%,0.00%,3.09%,3.09%
000663,国投瑞银美丽中国混合,-2.01%,2.61%,-4.39%,-5.50%,67.94%,68.94%
000665,博时现金收益货币B,0.31%,0.89%,1.72%,3.10%,10.69%,11.84%
000667,工银绝对收益混合发起A,0.18%,1.00%,2.03%,2.31%,10.47%,10.80%
000668,国寿安保尊享债券A,0.15%,1.79%,1.48%,2.11%,30.24%,30.50%
000664,国联安通盈混合A,0.16%,3.07%,3.15%,3.33%,29.33%,30.23%
000672,工银绝对收益混合发起B,0.19%,0.85%,1.71%,1.51%,7.09%,7.30%
000674,中海惠祥分级债券,0.00%,3.25%,-8.90%,-11.00%,--,-2.24%
000675,中海惠祥分级债券A
000676,中海惠祥分级债券B,0.00%,3.26%,0.11%,-11.62%,--,6.67%
000669,国寿安保尊享债券C,0.15%,1.65%,1.33%,1.73%,29.34%,29.60%
000677,工银现金货币,0.34%,1.03%,1.96%,3.47%,--,10.32%
